Song,URL
"So High, So Low Mondo Generator",https://www.youtube.com/watch?v=UrdgKo9pM0k
Tempting Time Animals As Leaders,https://www.youtube.com/watch?v=-C5LcGNLppk
Happier Alone Austin Meade,https://www.youtube.com/watch?v=WqJstRfamhw
Looking Down the Barrel of Today Hatebreed,https://www.youtube.com/watch?v=eGOr91Wx4DM
Brittle Icon For Hire,https://www.youtube.com/watch?v=53Z31CvatAo
Harrison Fjord Haunted Shores,https://www.youtube.com/watch?v=d8ximhYV1sM
Pieces Battering Ram,https://www.youtube.com/watch?v=FMvguIwBw4M
Kill The Pain Orchards,https://www.youtube.com/watch?v=sTOUPe061cA
Descend to Purity Acârash,https://www.youtube.com/watch?v=x1pbdugDepo
Amongst The Boys And The Dead Flowers MOLYBARON,https://www.youtube.com/watch?v=aduTCGe0lao
Meet the Maker Once Awake,https://www.youtube.com/watch?v=GzS9kk0esrs
Fear of the Fallen Helloween,https://www.youtube.com/watch?v=P95N5j2i2yw
Nothing A,https://www.youtube.com/watch?v=e0r2Apn7OKA
T.N.T. AC/DC,https://www.youtube.com/watch?v=44XYEeD1A1U
Ulvsblakk Ulver,https://www.youtube.com/watch?v=97XFWOqU7X4
In the Name of Tragedy Motörhead,https://www.youtube.com/watch?v=VHWsjLRfeHI
Raven's Flight Mob Rules,https://www.youtube.com/watch?v=839HDYnJW00
Anti-Social Masochistic Rage [ASMR] Ghostemane,https://www.youtube.com/watch?v=QoVYVuTrbjk
Reprogram Hacktivist,https://www.youtube.com/watch?v=oRCTVtnodvg
Ghost Traceless,https://www.youtube.com/watch?v=eClx0JJajX4
White Rabbit Jyrki 69,https://www.youtube.com/watch?v=XpQtWfsWOpA
Perpetual Chaos Nervosa,https://www.youtube.com/watch?v=vFAUGJAfhh4
5x3 Upon A Burning Body,https://www.youtube.com/watch?v=ZUGJOSxbtOY
Panic Attack Dream Theater,https://www.youtube.com/watch?v=cs8rkoouPSU
Wires Red Fang,https://www.youtube.com/watch?v=WQPfQvLIseA
Freak On a Leash Korn,https://www.youtube.com/watch?v=jRGrNDV2mKc
Pitiful Blindside,https://www.youtube.com/watch?v=t-K2EdbnK6s
Agnus Dei Funeral Mist,https://www.youtube.com/watch?v=kxC0iQrIhcQ
More Than Dreaming Light The Torch,https://www.youtube.com/watch?v=7XI2wsm-f64
Into the Black Lords of Black,https://www.youtube.com/watch?v=bzywPFn7dK0
Screaming at Forgotten Tears Xasthur,https://www.youtube.com/watch?v=BIkNLwmpMV0
Night Crawler Judas Priest,https://www.youtube.com/watch?v=rp4VEV1fyjk
Viva La Victoria Eclipse,https://www.youtube.com/watch?v=M-EvFAx0OsE
Rise And Shine One Minute Silence,https://www.youtube.com/watch?v=acJH4I08jrQ
The Third of the Storms (Evoked Damnation) Hellhammer,https://www.youtube.com/watch?v=Eu3Aa1zZsiw
The Trooper - 2015 Remaster Iron Maiden,https://www.youtube.com/watch?v=X4bgXH3sJ2Q
Risset Kryn,https://www.youtube.com/watch?v=12GAPzuxZf4
The Sacrificial Flame Draconian,https://www.youtube.com/watch?v=EciomI3E1I4
Crow Killer Blues Rob Zombie,https://www.youtube.com/watch?v=awvd0AGpvuE
Fear Tomorrow Fit For An Autopsy,https://www.youtube.com/watch?v=Do4zhTsh8gk
Inceptus Arcana,https://www.youtube.com/watch?v=gZwryUgejDM
Moot We Are PIGS,https://www.youtube.com/watch?v=uuKlTbV3g0Q
Crack of Doom (feat. Troy Sanders) Kvelertak,https://www.youtube.com/watch?v=VTgGTLys078
ESCAPE Execution Day,https://www.youtube.com/watch?v=a0YFpvhZefc
Illuminate Dark Sarah,https://www.youtube.com/watch?v=__YfXaOcYrs
Heart Attack Toxik,https://www.youtube.com/watch?v=e-YHflzfNmM
Grim Sleep Bare King,https://www.youtube.com/watch?v=FqhVELeox_w
The Bottle Hermano,https://www.youtube.com/watch?v=EhBeAqWDbfc
American Nights - Almost Unplugged Bonfire,https://www.youtube.com/watch?v=dmsbQ0T0_Qc
Flower Isotopes,https://www.youtube.com/watch?v=Njg9PddPSZc
Snowblind System Of A Down,https://www.youtube.com/watch?v=noosm57F5HI
The Vengeful One Disturbed,https://www.youtube.com/watch?v=8nW-IPrzM1g
Hideaway Tomorrow Is Lost,https://www.youtube.com/watch?v=QYIcj8NTDTE
Rigel Thessa,https://www.youtube.com/watch?v=T4KVnAS7uG0
(If You Want the Smoke) Be the Fire MaidaVale,https://www.youtube.com/watch?v=IxKJbU03GS4
Broken Cross Architects,https://www.youtube.com/watch?v=V_kjf2J7Als
As I Am Dream Theater,https://www.youtube.com/watch?v=_Q9Ss5zZU4k
The Deed Is Done Swarm,https://www.youtube.com/watch?v=FKB0HBuO8f4
Keep the Sabbath Dream Alive The Workhorse Movement,https://www.youtube.com/watch?v=XDf1_lbMmxA
Translucidus (feat. Sithu Aye) I Built the Sky,https://www.youtube.com/watch?v=aHL9XjKJ9xw
Cloud Chamber Fallstar,https://www.youtube.com/watch?v=dFANYDAJ7FQ
Locust Machine Head,https://www.youtube.com/watch?v=jxjeqCd6Zm0
My Girlfriend's Girlfriend Type O Negative,https://www.youtube.com/watch?v=KgkBWZXVLyk
Breaking the Habit Skarlett Riot,https://www.youtube.com/watch?v=xhjhdJkrXDY
See You In Hell Ad Infinitum,https://www.youtube.com/watch?v=MLOAgZCZPfo
We Are the Dragon Cvlt Ov the Svn,https://www.youtube.com/watch?v=r-_zVIotOM4
STFU Annisokay,https://www.youtube.com/watch?v=ZlZ_f1KIGGE
Eraser pg.lost,https://www.youtube.com/watch?v=orFkLJ8oqqM
Sin Nuclear Assault,https://www.youtube.com/watch?v=PHN8LG66c1o
Hollow (Project Regeneration) Static-X,https://www.youtube.com/watch?v=c7zN-D5vg7c
Good Times Black Spiders,https://www.youtube.com/watch?v=N4bFZcB3p4g
The Motherload Mastodon,https://www.youtube.com/watch?v=jWFWazj7Ud8
Essence Drown in Sulphur,https://www.youtube.com/watch?v=RAWlqkhUm7U
"Remember Me Our Hollow, Our Home",https://www.youtube.com/watch?v=n28EgFzP5CU
Unmasking the Jesper Breath of Nibiru,https://www.youtube.com/watch?v=Cjj07JOdOHw
Therapy The Hunger,https://www.youtube.com/watch?v=P3vIwe5sCSo
West Coast Groove Einherjer,https://www.youtube.com/watch?v=4chvok7L2Jc
Oedipism Distant,https://www.youtube.com/watch?v=AxUCcFDt2IY
Curses I Am Haunted,https://www.youtube.com/watch?v=NIIjv8-9ZqQ
Lifelike Gravemind,https://www.youtube.com/watch?v=L_WfHdzQnsg
Is There Anybody out There? Machine Head,https://www.youtube.com/watch?v=-MocvCDP9Zk
Under Duress Converge,https://www.youtube.com/watch?v=rFmMswcPPzs
Them Bones Alice In Chains,https://www.youtube.com/watch?v=zTuD8k3JvxQ
Down in Black Mustasch,https://www.youtube.com/watch?v=0k_w4nYXlRE
Ritual Ghost,https://www.youtube.com/watch?v=0PakoE1eBps
Three Bridges Cult Of Luna,https://www.youtube.com/watch?v=wgN3OV6XtTY
Bother Stone Sour,https://www.youtube.com/watch?v=Q-pXD0FXLQ8
Moth HELLYEAH,https://www.youtube.com/watch?v=zIWeIChes5k
Jet City Woman - Remastered 2003 Queensrÿche,https://www.youtube.com/watch?v=rmiy9aMcbB4
Heir to the Serpent The Guild,https://www.youtube.com/watch?v=AJuSVneBRHg
Smile and Watch It Burn IRE,https://www.youtube.com/watch?v=YblyyEZ6dk4
Monsters Dream State,https://www.youtube.com/watch?v=ODOg35hof5w
Old Machine Head,https://www.youtube.com/watch?v=r2dY8Vv_TFY
In League Bile,https://www.youtube.com/watch?v=rAswAi6yQDI
Empire of Oppression Syberia,https://www.youtube.com/watch?v=2fS5J5xyXmY
Metal On Metal Anvil,https://www.youtube.com/watch?v=1qSEwYaSlWk
Hyvästi Kaunis Kuolematon,https://www.youtube.com/watch?v=PlbKcfVcsdQ
Tiki Die Apokalyptischen Reiter,https://www.youtube.com/watch?v=5cmAS7U75GE
Moneytalks AC/DC,https://www.youtube.com/watch?v=2lqdErI9uss
Battery Kill The Lights,https://www.youtube.com/watch?v=r5yMudBRjm8
Falling Apart Hollow Front,https://www.youtube.com/watch?v=64cD53Q_wJI
All Our Thoughts Kadavar,https://www.youtube.com/watch?v=8Gb-Pm7SYRY
Brace for Impact Flotsam & Jetsam,https://www.youtube.com/watch?v=BSG9CLAH5Wc
Hiroshima (feat. Keisuke Numata) Daze of June,https://www.youtube.com/watch?v=ctor4Z53DEk
Burn It Down Afterlife,https://www.youtube.com/watch?v=VASBwFZ2lko
Heart of the Hurricane Beyond The Black,https://www.youtube.com/watch?v=dIUtob1EdcY
My World Emigrate,https://www.youtube.com/watch?v=hhyQaN95_KI
Snot Snot,https://www.youtube.com/watch?v=5nFCl-5PqUc
Bottom of a Bottle Butcher Babies,https://www.youtube.com/watch?v=ZB2qNlv9r6Q
Vice Grip Parkway Drive,https://www.youtube.com/watch?v=5ItHNdrPEh0
Windowpane Opeth,https://www.youtube.com/watch?v=bSpqLqC7U6g
Die MF Die Dope,https://www.youtube.com/watch?v=JC9jhtuscZ4
Pull Away/So Many Times Lucifer,https://www.youtube.com/watch?v=P7OMvGoMTMQ
Aim Higher Lion's Share,https://www.youtube.com/watch?v=-P8YAKlk2qs
The Triumphal Chariot of Antimony Demon Head,https://www.youtube.com/watch?v=9BmHkPsN6uo
Punish the Punisher Tantara,https://www.youtube.com/watch?v=GwNMniR455U
Future Breed Machine Meshuggah,https://www.youtube.com/watch?v=PoHa48lqsqE
Down For Life Testament,https://www.youtube.com/watch?v=U_HWdUi2TbE
Névé Chronologist,https://www.youtube.com/watch?v=tyMtx3Mto8A
We Are One KISS,https://www.youtube.com/watch?v=HIOnDL_NsuU
Westworld August Burns Red,https://www.youtube.com/watch?v=j3MHyRaC6uY
How About You Gifted Gambler,https://www.youtube.com/watch?v=-lqsGyETpcw
Hootsforce Gloryhammer,https://www.youtube.com/watch?v=BkUAzcja74Y
The Burden of Belief Times Of Grace,https://www.youtube.com/watch?v=Gf80PTa2FFM
Let It Burn Junkyard Drive,https://www.youtube.com/watch?v=jZO-yXYn5Kk
Mercy Ayron Jones,https://www.youtube.com/watch?v=wB593WIQ674
Rebel Yell Dope,https://www.youtube.com/watch?v=kQV8CA5eA3E
Deadringer Knocked Loose,https://www.youtube.com/watch?v=Ugobr5fVuoE
War Eternal Arch Enemy,https://www.youtube.com/watch?v=InRMwptcgAo
Cross fire Nomy,https://www.youtube.com/watch?v=Zs786XRtAQo
Fault Lines Takatak,https://www.youtube.com/watch?v=RdQDmpKDp-E
Desert Dreams Falconer,https://www.youtube.com/watch?v=b01B0REu2nU
Fake VEXED,https://www.youtube.com/watch?v=9OesCHp6l3o
Demon Cleaner Kyuss,https://www.youtube.com/watch?v=B7Ske2eKX2g
Redneck Stomp Obituary,https://www.youtube.com/watch?v=B8N8YffkZlw
Dante's Inspiration Cryptodira,https://www.youtube.com/watch?v=85pn7nWLPyY
All or Nothing (feat. Sonny Sandoval of P.O.D.) Ill Niño,https://www.youtube.com/watch?v=HMjpMnx1hmA
Perfect Man Buffalo Fuzz,https://www.youtube.com/watch?v=1_1xyDjYnX8
What Love Can Be Kingdom Come,https://www.youtube.com/watch?v=_zXvg8NejAw
Them Bones Thou,https://www.youtube.com/watch?v=Pk_DKGB0IRg
Whispers The Vintage Caravan,https://www.youtube.com/watch?v=QK6KSaG0mag
We Die Young Alice In Chains,https://www.youtube.com/watch?v=6JA25BIxgtk
River of Denial My Perfect End,https://www.youtube.com/watch?v=eKX6PEv4oYM
Fleur de lis The Raven Age,https://www.youtube.com/watch?v=FObNtI3WeNQ
Burning Bridges Delain,https://www.youtube.com/watch?v=OpJ1ma3I0Ag
Gasoline I Prevail,https://www.youtube.com/watch?v=6PvPErWXq6U
Mexican Radio Celtic Frost,https://www.youtube.com/watch?v=PIrI50wSAYs
What You Got Reveille,https://www.youtube.com/watch?v=e_9gYywmWDU
Silent Genocide Hatchet,https://www.youtube.com/watch?v=YT_fGWFJNLg
We Drift On The Crown,https://www.youtube.com/watch?v=NaheX0Uv4IE
Voices Oceans,https://www.youtube.com/watch?v=q22QO-XWEpw
Vanguards of the Dawn Wall Todd La Torre,https://www.youtube.com/watch?v=G4KZuLxtv74
Rock Your Body H.E.A.T,https://www.youtube.com/watch?v=VHmPyE3Wetg
Dark Love Empress Leaves' Eyes,https://www.youtube.com/watch?v=AMHRS-hUdv4
Summer Breeze Type O Negative,https://www.youtube.com/watch?v=R1R4jbnd10I
Call It Rock N' Roll Great White,https://www.youtube.com/watch?v=eRlmnCuUq5s
Love Me Forever Motörhead,https://www.youtube.com/watch?v=I7S0VKsopLw
World At War Dead Heat,https://www.youtube.com/watch?v=Iq7H0Itq1Sc
Here To Stay Korn,https://www.youtube.com/watch?v=pr3x7tS__dE
Along Came the Devil Primal Fear,https://www.youtube.com/watch?v=ReyDqJIxx5g
Left For Dead Volumes,https://www.youtube.com/watch?v=U4Ue3nXABuk
LIT Polyphia,https://www.youtube.com/watch?v=per9Wz0N-QA
Low Rider - War Cover Exodus,https://www.youtube.com/watch?v=K99t0tfrc_g
Save Me Damageplan,https://www.youtube.com/watch?v=NXlP1ds2l5c
I Am Alive Primal Fear,https://www.youtube.com/watch?v=7171SvM-Ouk
The Fight Song Marilyn Manson,https://www.youtube.com/watch?v=9GFI6Rf-IkI
Virtual Empire Icon of Sin,https://www.youtube.com/watch?v=u2vnrC_nsYo
Wolves At The Door Yngwie Malmsteen,https://www.youtube.com/watch?v=F74Tw99qfRg
Nigger Clawfinger,https://www.youtube.com/watch?v=AZLFeHdizxQ
Are You Dead Yet Children Of Bodom,https://www.youtube.com/watch?v=aNJXS9X0yY0
Rooster Booster Brain Police,https://www.youtube.com/watch?v=2Nr2ShGsPnY
Crucificial Lobotomy Devine Defilement,https://www.youtube.com/watch?v=6LOvLofh2aA
Bloody Rain Dust Bolt,https://www.youtube.com/watch?v=AuNc1q83K4I
Unspoken Kylesa,https://www.youtube.com/watch?v=VlbC-hk25Aw
At the Seams Zeal & Ardor,https://www.youtube.com/watch?v=FisNa2oyXtI
No Remorse Diamond Head,https://www.youtube.com/watch?v=NNUxAWjRkNo
Cryin' Aerosmith,https://www.youtube.com/watch?v=qfNmyxV2Ncw
We Stand Alone Angelus Apatrida,https://www.youtube.com/watch?v=oQhPQ7KYBXw
Acid Roulette Scorpion Child,https://www.youtube.com/watch?v=XI4jAw-un7k
Cult Evile,https://www.youtube.com/watch?v=s0P2Gr5Ucfk
Paratyphoid Fever Tides From Nebula,https://www.youtube.com/watch?v=Erjda6Nzw_o
The Quartz Grave V3ctors,https://www.youtube.com/watch?v=kCjcONwMgt0
Animals Villain of the Story,https://www.youtube.com/watch?v=fSWaqa4QTt8
Verloren Strijd Maudits,https://www.youtube.com/watch?v=MdeZYPqzonI
Armed To The Teeth Annihilator,https://www.youtube.com/watch?v=vrG4n8aZWIU
Dragula Rob Zombie,https://www.youtube.com/watch?v=EqQuihD0hoI
Glass Heart Caskets,https://www.youtube.com/watch?v=Ao4fiI9lJxk
Baba Yaga Slaughter to Prevail,https://www.youtube.com/watch?v=Niaw3Ez0YLU
"Better Daze Our Hollow, Our Home",https://www.youtube.com/watch?v=H7YqnYdPqJI
Half Full Glass Of Wine Tame Impala,https://www.youtube.com/watch?v=zfcHq0hhFWg
Breakdown The Dust Coda,https://www.youtube.com/watch?v=nwAIsdHwZ60
Strike Fast Strike Hard Onslaught,https://www.youtube.com/watch?v=z_dvnUD9ZeY
Poison Alice Cooper,https://www.youtube.com/watch?v=Qq4j1LtCdww
A Violent Reaction American Head Charge,https://www.youtube.com/watch?v=QFSWbkrAwwM
Gypsy Disco Emmure,https://www.youtube.com/watch?v=X0jMS2On1TY
Altar of Snakes Great American Ghost,https://www.youtube.com/watch?v=hXc2VdIfsHg
Archangel Amaranthe,https://www.youtube.com/watch?v=5fExpycwIrU
Make It Out Alive SWARM,https://www.youtube.com/watch?v=rcy8kxiM-iI
Fear Inoculum TOOL,https://www.youtube.com/watch?v=q7DfQMPmJRI
Virdem MASTER BOOT RECORD,https://www.youtube.com/watch?v=owrSlbD4spE
Evil Mercyful Fate,https://www.youtube.com/watch?v=ZWqBm28ZKeE
Augen auf! OOMPH!,https://www.youtube.com/watch?v=fuLPJg2gwjQ
Last One Standing Icon For Hire,https://www.youtube.com/watch?v=OJfieRTqXQo
Blood On Your Hands Lost Society,https://www.youtube.com/watch?v=gs0eJ-8k48U
I Wanna Rock Twisted Sister,https://www.youtube.com/watch?v=SRwrg0db_zY
Nowhere Haven Hanging Garden,https://www.youtube.com/watch?v=JCKl1TthprE
No Place for Disgrace Flotsam & Jetsam,https://www.youtube.com/watch?v=awy9_08Pj_8
Vote with a Bullet Corrosion Of Conformity,https://www.youtube.com/watch?v=R2I2mK_3_ns
Time Anthrax,https://www.youtube.com/watch?v=be7iNHw8QoQ
Real Ronnie Atkins,https://www.youtube.com/watch?v=Q3oIp7dQx9k
Bleed Like You - Merzbow Version Mortiis,https://www.youtube.com/watch?v=sZ_ZaEvA3kc
The Eye of Ra Etherius,https://www.youtube.com/watch?v=vIqqjacwK44
Raw Freak Kitchen,https://www.youtube.com/watch?v=VW7NigvZY98
Deconstruction Witchcraft,https://www.youtube.com/watch?v=HRCz3srlsmQ
The Elm Suldusk,https://www.youtube.com/watch?v=OqiyvpATii4
LOUD (feat. Jason Aalon from FEVER 333) Sullivan King,https://www.youtube.com/watch?v=m8Ky40ykg4c
Aeon Defamed,https://www.youtube.com/watch?v=3aPlnulW_SQ
Born to Roam Phil Campbell and the Bastard Sons,https://www.youtube.com/watch?v=jprIokB6Xrc
The Shovel and the Cross White Void,https://www.youtube.com/watch?v=BmaArqp5dow
Prey Votum,https://www.youtube.com/watch?v=ZAOZFQc8CpI
Beyond the Realms of Death Judas Priest,https://www.youtube.com/watch?v=4ewrSgDf50I
Good People Mugshot,https://www.youtube.com/watch?v=Yi8RDFW1ges
Rattle Snake Vengeance,https://www.youtube.com/watch?v=7AlsrEl2Swg
In the Air Tonight Nonpoint,https://www.youtube.com/watch?v=OoGg9bIyDPY
Entertain You Within Temptation,https://www.youtube.com/watch?v=a7-8hK2f_So
Find My Way Mason Hill,https://www.youtube.com/watch?v=iLEGwMWHWgg
Temple Of Circadia John Petrucci,https://www.youtube.com/watch?v=LuFFpHgbo5k
Bringin' On The Heartbreak Def Leppard,https://www.youtube.com/watch?v=f_X5A-BYjO8
Edgecrusher Fear Factory,https://www.youtube.com/watch?v=KpR6S38djFM
Manifesting Obscenity - Redux Ingested,https://www.youtube.com/watch?v=jaxusFR9a9I
Under A Funeral Moon Darkthrone,https://www.youtube.com/watch?v=OvaZWnJL7xI
Creatures from the Mud Shokran,https://www.youtube.com/watch?v=EO18nR1pWOw
WDYT Contracult Collective,https://www.youtube.com/watch?v=J8N6qyDIEOM
Spice Dealer Merrow,https://www.youtube.com/watch?v=kJVoYloaAzw
Coffinized The Absence,https://www.youtube.com/watch?v=urazX0XlLBU
Dusk of Anguish Distant,https://www.youtube.com/watch?v=0j1LRLghWRY
You Can't Bring Me Down Suicidal Tendencies,https://www.youtube.com/watch?v=nxcJW6bs5os
Moths Darkher,https://www.youtube.com/watch?v=gn4qMLYnRS0
Unsainted Slipknot,https://www.youtube.com/watch?v=VpATBBRajP8
Dead by Dawn Vektor,https://www.youtube.com/watch?v=Xm5BVKMPX-M
Jagdzeit Megaherz,https://www.youtube.com/watch?v=kGXTT7s01pw
Early Grave Architects,https://www.youtube.com/watch?v=LgZWEAhj3Uo
Killer Of Killers Zig Zags,https://www.youtube.com/watch?v=3Rw4BO5Me2Y
In the Shadow of the Horns Darkthrone,https://www.youtube.com/watch?v=kAajs4oMbpg
Dying Season - Remastered Heathen,https://www.youtube.com/watch?v=wVxGAVtLGBE
The Doomed A Perfect Circle,https://www.youtube.com/watch?v=SDvfbvuJtS8
Unforgiving Land Full House Brew Crew,https://www.youtube.com/watch?v=GkCWfmcOmdM
Salomon's Gate Beherit,https://www.youtube.com/watch?v=DVfmaa8OjRo
Terrorist Novelists FR,https://www.youtube.com/watch?v=GRWvhrD-jLw
Thrasher Evile,https://www.youtube.com/watch?v=924bRfmiJ20
The Wicker Man - 2015 Remaster Iron Maiden,https://www.youtube.com/watch?v=GD_G-7_A35Y
Avatar Unprocessed,https://www.youtube.com/watch?v=UtiuUvjBsAs
Annihilation of Civilization Evildead,https://www.youtube.com/watch?v=UsfOCCi-5zQ
Void (Single Edit) Irving Force,https://www.youtube.com/watch?v=ug4us5oI0OI
Ring of Gold Bathory,https://www.youtube.com/watch?v=efo9NQrMS7A
Et blekt lys lyder Spurv,https://www.youtube.com/watch?v=1G2RbPoFFOU
Vittring Humanity's Last Breath,https://www.youtube.com/watch?v=rxH20cJNYgE
The Vertigo Soul Sarcoptes,https://www.youtube.com/watch?v=SqFGddn_9Jw
An Infinite Regression Animals As Leaders,https://www.youtube.com/watch?v=n7vmMuTOpyk
Let the Devil In Green Lung,https://www.youtube.com/watch?v=2lBYRgZOdAU
We Lie Awake Underwing,https://www.youtube.com/watch?v=rQa17YVkf-4
Thoughts Without Words Shadows Fall,https://www.youtube.com/watch?v=fAYbRHCFOEo
Bleed Soulfly,https://www.youtube.com/watch?v=5uYv5Y8HZnk
Save Yourself Stabbing Westward,https://www.youtube.com/watch?v=5NZsCYOM4j0
Heartbeat Failing Dead by April,https://www.youtube.com/watch?v=w1JpxIeGwak
Slow Professional Murder Music,https://www.youtube.com/watch?v=DiKhT1TgpwA
Antagonist Soen,https://www.youtube.com/watch?v=oKUuA1MnCs4
Self Destructor Chevelle,https://www.youtube.com/watch?v=QhPn5EPGN4c
Seek & Destroy Metallica,https://www.youtube.com/watch?v=Wm58sGEdgAw
Deafening Solence,https://www.youtube.com/watch?v=8eMrsYovpDs
Swerve City Deftones,https://www.youtube.com/watch?v=gvyHNyWfQRQ
Nordavindens Klagesang Vàli,https://www.youtube.com/watch?v=40-wmbE53yI
Vivid SikTh,https://www.youtube.com/watch?v=FsRU1RagE1A
New Millennium Cyanide Christ Meshuggah,https://www.youtube.com/watch?v=4A_tSyJBsRQ
Constance Spiritbox,https://www.youtube.com/watch?v=mY_oDyqRM1A
The Lovers Ten Thousand Crows,https://www.youtube.com/watch?v=Lf3Y9g6anmA
Boom P.O.D.,https://www.youtube.com/watch?v=lYHA_7vxrgc
Rust In Peace...Polaris - Remastered 2004 Megadeth,https://www.youtube.com/watch?v=y3NMhe6mWO8
Save the Best Black Paisley,https://www.youtube.com/watch?v=WEABJiAXTQM
The Modern Rage Kadinja,https://www.youtube.com/watch?v=P-nKk3hT2NQ
Hooligan's Holiday Mötley Crüe,https://www.youtube.com/watch?v=6FU0z52y6R4
Unbroken (Hotel Baby) Monster Magnet,https://www.youtube.com/watch?v=Va4h_p9YAhc
Replica Fear Factory,https://www.youtube.com/watch?v=7RJsRQOneMY
"The Violent Sound Time, The Valuator",https://www.youtube.com/watch?v=CN9QYbks6Sg
PRESIDENT X 3TEETH,https://www.youtube.com/watch?v=eRbKg_5UhlA
Fastidious Imitation Depths of Hatred,https://www.youtube.com/watch?v=kHKs4bDIlUE
It Remembers Every Time I Die,https://www.youtube.com/watch?v=FrogoSmiAqU
Gungrave ERRA,https://www.youtube.com/watch?v=ntDOA0jAkkA
Living for the Lockdown Gama Bomb,https://www.youtube.com/watch?v=N7SeDCcxJbw
Njord Brothers of Metal,https://www.youtube.com/watch?v=hPvh6UgJtRw
Stålfågel Soilwork,https://www.youtube.com/watch?v=8-kcWrCX9rA
Alone Against Flames Realize,https://www.youtube.com/watch?v=NJTanhBaFHA
Desolate July Sons Of Apollo,https://www.youtube.com/watch?v=TARWOs8h7Hw
Short Stories With Tragic Endings From Autumn To Ashes,https://www.youtube.com/watch?v=va9HxF86KHY
Thunder & Lightning Motörhead,https://www.youtube.com/watch?v=eI90KW_5Vso
Parsonz Curse Royal Thunder,https://www.youtube.com/watch?v=PK8v8QwEE8w
Looks That Kill Static-X,https://www.youtube.com/watch?v=qD9ieis_qps
Loke Enslaved,https://www.youtube.com/watch?v=21Xetqg5x3Y
Deadly Diminuendo Blackbriar,https://www.youtube.com/watch?v=G6YFa05L2A8
Psychotzar Motorpsycho,https://www.youtube.com/watch?v=nEGbXRgKPbA
Devil At Your Heels Plainride,https://www.youtube.com/watch?v=buguflemXRA
The End of All We Know Bleed From Within,https://www.youtube.com/watch?v=mrtizXF1dpM
Dark Mirror Black Sun,https://www.youtube.com/watch?v=1wb0JoFm94Y
The Passage Lunatic Soul,https://www.youtube.com/watch?v=fOHhkOa7A7U
Poor Millionaire August Burns Red,https://www.youtube.com/watch?v=e2WBj_B15VQ
Under Different Welkins Novelists,https://www.youtube.com/watch?v=kq4EBL_aEpY
Antisocial Patient Sixty-Seven,https://www.youtube.com/watch?v=KiM8AaWs9S8
Conspiranoia Gaerea,https://www.youtube.com/watch?v=vQLLEqazToY
Day and Age - Edit Frost*,https://www.youtube.com/watch?v=RmiAmW3sgHs
Young Bloods Port Noir,https://www.youtube.com/watch?v=57iP20jBEh8
My Own Summer (Shove It) Deftones,https://www.youtube.com/watch?v=XOzs1FehYOA
Voyage Voyage Sirenia,https://www.youtube.com/watch?v=XVFRnepLO4Q
The Suffering Moments,https://www.youtube.com/watch?v=HUzrdGm_cKc
Motorbreath (Remastered) Metallica,https://www.youtube.com/watch?v=2a8BmdcJB5E
Marigold Periphery,https://www.youtube.com/watch?v=rmtU2WJfPgU
Ugly Fucker SCARLET,https://www.youtube.com/watch?v=DNfd4V4L7X0
The Sound of Silence Disturbed,https://www.youtube.com/watch?v=u9Dg-g7t2l4
Digital Waste Rendezvous Point,https://www.youtube.com/watch?v=hz8dUKis_4s
